sailboat_id,latitude,longitude,compass_heading,tilt
Sailboat-1,41.778997,-71.383789,252.5,-1.09
Sailboat-2,41.777951,-71.398328,206.3,-1.87
Sailboat-3,41.776880,-71.389223,240.6,-2.25
Sailboat-4,41.769990,-71.392001,266.3,1.35
Sailboat-5,41.775044,-71.396305,129.7,-2.57
Sailboat-1,41.781843,-71.380461,137.5,-0.56
Sailboat-2,41.767882,-71.398535,161.7,0.06
Sailboat-3,41.778502,-71.388096,45.5,0.94
Sailboat-4,41.767889,-71.388467,129.4,-1.22
Sailboat-5,41.770070,-71.379949,63.4,-0.21
Sailboat-1,41.778984,-71.383806,250.8,-1.18
Sailboat-2,41.777987,-71.398296,208.0,-1.59
Sailboat-3,41.776839,-71.389252,238.8,-2.03
Sailboat-4,41.770024,-71.391956,265.1,0.83
Sailboat-5,41.775045,-71.396314,131.0,-2.69
Sailboat-1,41.781863,-71.380492,138.9,-0.51
Sailboat-2,41.767838,-71.398575,161.8,0.53
Sailboat-3,41.778482,-71.388120,45.8,0.97
Sailboat-4,41.767870,-71.388495,131.2,-1.59
Sailboat-5,41.770052,-71.379946,63.8,-0.25
Sailboat-1,41.778998,-71.383769,249.2,-0.74
Sailboat-2,41.777984,-71.398293,206.2,-1.87
Sailboat-3,41.776877,-71.389206,238.7,-2.11
Sailboat-4,41.769995,-71.392005,263.8,0.34
Sailboat-5,41.775045,-71.396347,132.3,-2.82
Sailboat-1,41.781824,-71.380522,138.9,-0.26
Sailboat-2,41.767799,-71.398541,160.0,0.54
Sailboat-3,41.778478,-71.388150,44.4,0.74
Sailboat-4,41.767823,-71.388498,131.7,-1.59
Sailboat-5,41.770056,-71.379903,64.1,-0.38
Sailboat-1,41.778972,-71.383754,249.1,-0.71
Sailboat-2,41.777947,-71.398267,204.5,-2.20
Sailboat-3,41.776915,-71.389217,237.9,-1.62
Sailboat-4,41.770041,-71.391987,265.3,0.54
Sailboat-5,41.775070,-71.396323,133.8,-2.48
Sailboat-1,41.781845,-71.380511,140.7,0.02
Sailboat-2,41.767768,-71.398576,161.9,0.74
Sailboat-3,41.778428,-71.388112,46.3,1.17
Sailboat-4,41.767827,-71.388490,133.4,-1.55
Sailboat-5,41.770057,-71.379865,65.6,-0.10
Sailboat-1,41.778949,-71.383757,249.6,-0.30
Sailboat-2,41.777961,-71.398270,203.8,-1.74
Sailboat-3,41.776938,-71.389229,236.1,-1.27
Sailboat-4,41.770080,-71.392029,263.8,0.28
Sailboat-5,41.775028,-71.396349,133.3,-2.72
Sailboat-1,41.781806,-71.380507,138.7,-0.17
Sailboat-2,41.767763,-71.398565,161.6,0.60
Sailboat-3,41.778400,-71.388098,47.3,1.08
Sailboat-4,41.767841,-71.388488,132.8,-1.49
Sailboat-5,41.770025,-71.379819,66.9,-0.41
Sailboat-1,41.778970,-71.383785,250.8,-0.57
Sailboat-2,41.777916,-71.398265,202.1,-2.07
Sailboat-3,41.776958,-71.389190,237.2,-0.78
Sailboat-4,41.770085,-71.392076,263.2,0.58
Sailboat-5,41.775055,-71.396336,132.3,-2.22
Sailboat-1,41.781853,-71.380484,138.0,-0.19
Sailboat-2,41.767752,-71.398552,162.3,0.73
Sailboat-3,41.778351,-71.388135,46.4,0.84
Sailboat-4,41.767862,-71.388518,133.0,-1.16
Sailboat-5,41.770002,-71.379786,66.3,-0.57
Sailboat-1,41.778980,-71.383817,251.1,-0.22
Sailboat-2,41.777887,-71.398296,203.9,-1.73
Sailboat-3,41.776916,-71.389171,236.3,-0.67
Sailboat-4,41.770088,-71.392100,265.1,0.26
Sailboat-5,41.775040,-71.396368,134.0,-2.34
Sailboat-1,41.781826,-71.380461,139.4,-0.61
Sailboat-2,41.767793,-71.398568,160.4,1.10
Sailboat-3,41.778331,-71.388147,46.7,0.65
Sailboat-4,41.767817,-71.388484,131.1,-0.82
Sailboat-5,41.770008,-71.379785,66.6,-0.33
Sailboat-1,41.779010,-71.383835,249.3,-0.64
Sailboat-2,41.777880,-71.398263,202.3,-1.92
Sailboat-3,41.776939,-71.389181,237.4,-0.68
Sailboat-4,41.770047,-71.392099,263.9,0.56
Sailboat-5,41.775053,-71.396412,133.0,-2.09
Sailboat-1,41.781848,-71.380423,137.5,-0.81
Sailboat-2,41.767814,-71.398563,161.0,1.40
Sailboat-3,41.778309,-71.388171,46.1,0.98
Sailboat-4,41.767828,-71.388514,130.9,-0.33
Sailboat-5,41.770046,-71.379785,66.3,-0.70
Sailboat-1,41.778998,-71.383823,248.4,-0.94
Sailboat-2,41.777852,-71.398233,203.5,-1.60
Sailboat-3,41.776961,-71.389203,236.2,-0.20
Sailboat-4,41.769998,-71.392112,264.5,0.15
Sailboat-5,41.775073,-71.396447,132.3,-2.09
Sailboat-1,41.781831,-71.380433,135.7,-0.75
Sailboat-2,41.767805,-71.398513,161.8,1.23
Sailboat-3,41.778261,-71.388141,47.0,0.88
Sailboat-4,41.767868,-71.388486,130.9,0.05
Sailboat-5,41.770068,-71.379786,64.4,-0.39
Sailboat-1,41.778974,-71.383859,249.6,-0.90
Sailboat-2,41.777805,-71.398214,201.7,-1.79
Sailboat-3,41.776917,-71.389167,236.4,-0.08
Sailboat-4,41.769957,-71.392104,264.6,0.26
Sailboat-5,41.775044,-71.396415,132.4,-1.97
Sailboat-1,41.781786,-71.380458,134.5,-0.86
Sailboat-2,41.767797,-71.398504,160.3,1.58
Sailboat-3,41.778253,-71.388170,48.5,1.25
Sailboat-4,41.767878,-71.388532,131.5,0.43
Sailboat-5,41.770031,-71.379810,65.1,-0.75
Sailboat-1,41.778995,-71.383880,251.1,-0.92
Sailboat-2,41.777760,-71.398264,202.5,-1.66
Sailboat-3,41.776925,-71.389213,235.4,-0.19
Sailboat-4,41.769915,-71.392060,263.0,0.11
Sailboat-5,41.775012,-71.396461,133.7,-1.72
Sailboat-1,41.781785,-71.380492,134.8,-1.22
Sailboat-2,41.767832,-71.398507,161.3,1.81
Sailboat-3,41.778207,-71.388127,49.4,1.25
Sailboat-4,41.767871,-71.388570,133.4,0.27
Sailboat-5,41.769985,-71.379827,63.2,-0.26
Sailboat-1,41.779000,-71.383850,250.5,-0.64
Sailboat-2,41.777759,-71.398289,204.0,-1.17
Sailboat-3,41.776906,-71.389173,236.2,-0.57
Sailboat-4,41.769869,-71.392027,265.0,-0.11
Sailboat-5,41.775041,-71.396482,131.8,-1.47
Sailboat-1,41.781802,-71.380536,132.9,-1.14
Sailboat-2,41.767855,-71.398488,161.0,1.62
Sailboat-3,41.778207,-71.388110,51.0,1.26
Sailboat-4,41.767897,-71.388600,132.3,-0.18
Sailboat-5,41.769936,-71.379838,64.0,-0.52
Sailboat-1,41.778980,-71.383832,251.5,-0.49
Sailboat-2,41.777766,-71.398274,205.2,-1.27
Sailboat-3,41.776926,-71.389179,236.9,-0.99
Sailboat-4,41.769845,-71.392051,266.6,-0.19
Sailboat-5,41.775057,-71.396444,131.8,-1.48
Sailboat-1,41.781836,-71.380514,131.6,-0.91
Sailboat-2,41.767847,-71.398440,161.9,1.57
Sailboat-3,41.778207,-71.388121,51.7,1.53
Sailboat-4,41.767855,-71.388640,132.1,-0.46
Sailboat-5,41.769903,-71.379859,63.7,-0.91
Sailboat-1,41.778977,-71.383865,250.2,-0.78
Sailboat-2,41.777757,-71.398287,205.2,-1.30
Sailboat-3,41.776907,-71.389224,238.5,-0.83
Sailboat-4,41.769798,-71.392018,266.6,0.28
Sailboat-5,41.775034,-71.396414,133.7,-1.82
Sailboat-1,41.781815,-71.380503,130.0,-0.84
Sailboat-2,41.767848,-71.398402,162.2,1.57
Sailboat-3,41.778216,-71.388085,51.3,1.90
Sailboat-4,41.767898,-71.388607,131.2,-0.75
Sailboat-5,41.769913,-71.379854,65.5,-0.83
Sailboat-1,41.779000,-71.383887,251.5,-0.48
Sailboat-2,41.777768,-71.398276,205.7,-1.69
Sailboat-3,41.776884,-71.389201,237.2,-1.18
Sailboat-4,41.769766,-71.392006,264.7,0.68
Sailboat-5,41.775040,-71.396387,134.9,-1.38
Sailboat-1,41.781779,-71.380545,131.1,-1.20
Sailboat-2,41.767834,-71.398361,160.3,1.11
Sailboat-3,41.778263,-71.388123,51.8,1.67
Sailboat-4,41.767850,-71.388636,132.4,-0.91
Sailboat-5,41.769892,-71.379868,67.4,-1.05
Sailboat-1,41.778973,-71.383878,253.5,-0.36
Sailboat-2,41.777784,-71.398315,207.0,-1.96
Sailboat-3,41.776925,-71.389250,237.8,-0.92
Sailboat-4,41.769813,-71.391979,266.6,0.86
Sailboat-5,41.775087,-71.396415,134.4,-1.74
Sailboat-1,41.781777,-71.380580,131.3,-1.56
Sailboat-2,41.767845,-71.398344,159.3,1.26
Sailboat-3,41.778225,-71.388082,50.4,1.48
Sailboat-4,41.767883,-71.388590,133.0,-0.74
Sailboat-5,41.769885,-71.379881,68.7,-1.46
Sailboat-1,41.779015,-71.383909,252.5,0.11
Sailboat-2,41.777739,-71.398288,208.5,-1.95
Sailboat-3,41.776904,-71.389293,239.1,-0.64
Sailboat-4,41.769819,-71.391976,268.6,0.36
Sailboat-5,41.775131,-71.396386,133.4,-1.83
Sailboat-1,41.781770,-71.380565,130.3,-1.64
Sailboat-2,41.767833,-71.398377,159.6,0.93
Sailboat-3,41.778189,-71.388121,51.0,1.01
Sailboat-4,41.767884,-71.388550,131.4,-0.49
Sailboat-5,41.769912,-71.379907,69.5,-1.32
Sailboat-1,41.779009,-71.383897,253.8,0.26
Sailboat-2,41.777771,-71.398288,207.7,-1.65
Sailboat-3,41.776877,-71.389303,239.0,-0.67
Sailboat-4,41.769777,-71.391982,267.1,0.14
Sailboat-5,41.775119,-71.396369,134.0,-1.75
Sailboat-1,41.781728,-71.380526,129.1,-2.02
Sailboat-2,41.767879,-71.398369,158.7,1.28
Sailboat-3,41.778189,-71.388094,51.9,1.06
Sailboat-4,41.767849,-71.388556,129.6,-0.91
Sailboat-5,41.769958,-71.379896,68.1,-1.06
Sailboat-1,41.778970,-71.383910,254.2,0.10
Sailboat-2,41.777737,-71.398331,206.2,-1.65
Sailboat-3,41.776918,-71.389302,238.4,-0.55
Sailboat-4,41.769732,-71.391944,267.0,0.36
Sailboat-5,41.775140,-71.396407,134.4,-1.55
Sailboat-1,41.781716,-71.380510,130.7,-1.69
Sailboat-2,41.767873,-71.398357,160.7,1.02
Sailboat-3,41.778208,-71.388082,52.2,1.00
Sailboat-4,41.767880,-71.388529,130.4,-0.97
Sailboat-5,41.769976,-71.379933,67.4,-0.91
Sailboat-1,41.778948,-71.383864,254.1,0.04
Sailboat-2,41.777732,-71.398340,207.4,-1.70
Sailboat-3,41.776951,-71.389254,238.9,-0.64
Sailboat-4,41.769692,-71.391978,267.0,0.67
Sailboat-5,41.775140,-71.396441,134.6,-1.08
Sailboat-1,41.781704,-71.380487,129.8,-1.37
Sailboat-2,41.767904,-71.398381,160.9,1.07
Sailboat-3,41.778170,-71.388093,53.7,1.07
Sailboat-4,41.767868,-71.388502,129.5,-0.64
Sailboat-5,41.769936,-71.379908,67.7,-1.17
Sailboat-1,41.778948,-71.383895,255.5,0.13
Sailboat-2,41.777756,-71.398307,209.3,-1.86
Sailboat-3,41.776948,-71.389211,239.2,-0.92
Sailboat-4,41.769675,-71.391984,266.4,0.38
Sailboat-5,41.775114,-71.396398,134.7,-1.11
Sailboat-1,41.781727,-71.380497,130.3,-1.45
Sailboat-2,41.767863,-71.398356,160.1,0.61
Sailboat-3,41.778155,-71.388124,55.4,0.97
Sailboat-4,41.767821,-71.388525,131.1,-1.02
Sailboat-5,41.769967,-71.379955,67.2,-0.84
Sailboat-1,41.778919,-71.383859,257.2,-0.21
Sailboat-2,41.777707,-71.398339,207.5,-2.16
Sailboat-3,41.776967,-71.389202,237.6,-1.21
Sailboat-4,41.769693,-71.392021,265.4,0.80
Sailboat-5,41.775127,-71.396381,135.7,-0.89
Sailboat-1,41.781740,-71.380539,132.3,-1.60
Sailboat-2,41.767878,-71.398358,160.6,0.95
Sailboat-3,41.778192,-71.388091,54.2,0.75
Sailboat-4,41.767800,-71.388522,130.9,-1.34
Sailboat-5,41.769995,-71.379910,67.9,-0.34
Sailboat-1,41.778918,-71.383815,255.7,-0.53
Sailboat-2,41.777710,-71.398315,206.3,-2.39
Sailboat-3,41.776957,-71.389178,238.2,-1.48
Sailboat-4,41.769667,-71.392027,266.3,0.51
Sailboat-5,41.775163,-71.396373,136.4,-1.00
Sailboat-1,41.781785,-71.380558,131.7,-1.88
Sailboat-2,41.767901,-71.398374,162.3,1.15
Sailboat-3,41.778178,-71.388051,52.8,0.37
Sailboat-4,41.767837,-71.388572,130.0,-0.91
Sailboat-5,41.770000,-71.379925,67.4,-0.55
Sailboat-1,41.778883,-71.383768,257.0,-0.29
Sailboat-2,41.777692,-71.398270,206.3,-2.63
Sailboat-3,41.776951,-71.389174,240.1,-1.04
Sailboat-4,41.769646,-71.392021,267.7,0.51
Sailboat-5,41.775204,-71.396385,137.6,-0.96
Sailboat-1,41.781827,-71.380508,131.9,-1.33
Sailboat-2,41.767945,-71.398352,163.0,0.66
Sailboat-3,41.778175,-71.388035,53.8,0.20
Sailboat-4,41.767811,-71.388597,129.8,-0.58
Sailboat-5,41.769963,-71.379893,68.0,-0.34
Sailboat-1,41.778907,-71.383788,258.5,-0.16
Sailboat-2,41.777712,-71.398315,207.6,-2.60
Sailboat-3,41.776965,-71.389170,241.7,-0.93
Sailboat-4,41.769646,-71.392060,266.6,0.23
Sailboat-5,41.775231,-71.396375,136.1,-1.25
Sailboat-1,41.781822,-71.380474,130.0,-0.88
Sailboat-2,41.767954,-71.398312,161.8,0.73
Sailboat-3,41.778162,-71.388048,54.2,0.28
Sailboat-4,41.767766,-71.388563,129.9,-0.68
Sailboat-5,41.769932,-71.379916,66.5,-0.54
Sailboat-1,41.778930,-71.383828,257.5,-0.05
Sailboat-2,41.777691,-71.398268,207.8,-2.94
Sailboat-3,41.777001,-71.389208,240.2,-0.68
Sailboat-4,41.769674,-71.392081,266.7,-0.01
Sailboat-5,41.775213,-71.396406,135.9,-0.94
Sailboat-1,41.781774,-71.380482,131.2,-0.54
Sailboat-2,41.767931,-71.398358,161.1,0.40
Sailboat-3,41.778156,-71.388064,53.8,-0.07
Sailboat-4,41.767772,-71.388559,130.7,-0.60
Sailboat-5,41.769910,-71.379878,66.0,-0.42
Sailboat-1,41.778891,-71.383825,256.5,0.38
Sailboat-2,41.777647,-71.398287,208.7,-2.40
Sailboat-3,41.777017,-71.389256,241.2,-0.24
Sailboat-4,41.769717,-71.392051,266.4,-0.30
Sailboat-5,41.775164,-71.396447,135.3,-0.97
Sailboat-1,41.781782,-71.380468,132.6,-0.98
Sailboat-2,41.767934,-71.398337,161.2,0.83
Sailboat-3,41.778168,-71.388024,53.7,0.30
Sailboat-4,41.767771,-71.388591,131.4,-0.64
Sailboat-5,41.769928,-71.379839,65.9,-0.22
Sailboat-1,41.778937,-71.383824,256.0,-0.10
Sailboat-2,41.777661,-71.398318,210.7,-2.24
Sailboat-3,41.777062,-71.389263,240.0,-0.45
Sailboat-4,41.769716,-71.392064,267.9,-0.50
Sailboat-5,41.775116,-71.396485,134.9,-1.25
Sailboat-1,41.781824,-71.380488,131.7,-0.95
Sailboat-2,41.767954,-71.398342,162.3,0.53
Sailboat-3,41.778173,-71.387984,51.7,0.26
Sailboat-4,41.767776,-71.388623,132.2,-0.57
Sailboat-5,41.769879,-71.379807,64.6,-0.52
Sailboat-1,41.778937,-71.383786,255.3,-0.28
Sailboat-2,41.777665,-71.398329,210.9,-2.46
Sailboat-3,41.777071,-71.389267,238.4,-0.20
