sailboat_id,latitude,longitude,compass_heading,tilt
Sailboat-1,41.773255,-71.394390,101.1,-4.29
Sailboat-2,41.777222,-71.386648,69.2,-2.17
Sailboat-3,41.767625,-71.379463,128.6,4.21
Sailboat-4,41.779391,-71.388710,71.8,-2.45
Sailboat-5,41.773845,-71.385308,333.5,0.35
Sailboat-1,41.773305,-71.394350,101.8,-4.39
Sailboat-2,41.777194,-71.386643,68.8,-1.79
Sailboat-3,41.767663,-71.379421,127.9,4.09
Sailboat-4,41.779432,-71.388676,69.9,-2.42
Sailboat-5,41.773826,-71.385333,333.6,0.46
Sailboat-1,41.773311,-71.394389,100.6,-3.84
Sailboat-2,41.777244,-71.386608,68.5,-1.65
Sailboat-3,41.767662,-71.379423,126.1,4.24
Sailboat-4,41.779434,-71.388688,68.2,-2.68
Sailboat-5,41.773820,-71.385331,335.5,0.73
Sailboat-1,41.773281,-71.394377,100.0,-3.40
Sailboat-2,41.777269,-71.386589,67.9,-1.10
Sailboat-3,41.767640,-71.379422,124.9,4.41
Sailboat-4,41.779466,-71.388665,69.5,-2.61
Sailboat-5,41.773822,-71.385301,337.4,0.74
Sailboat-1,41.773284,-71.394379,100.5,-2.94
Sailboat-2,41.777278,-71.386591,67.0,-1.25
Sailboat-3,41.767629,-71.379439,126.4,4.25
Sailboat-4,41.779470,-71.388626,68.5,-2.53
Sailboat-5,41.773813,-71.385333,335.6,1.00
Sailboat-1,41.773276,-71.394338,100.5,-2.38
Sailboat-2,41.777287,-71.386591,65.8,-1.15
Sailboat-3,41.767619,-71.379434,127.7,4.13
Sailboat-4,41.779508,-71.388675,70.0,-2.77
Sailboat-5,41.773832,-71.385295,336.3,0.70
Sailboat-1,41.773228,-71.394364,102.0,-1.83
Sailboat-2,41.777326,-71.386612,67.0,-1.27
Sailboat-3,41.767644,-71.379450,128.1,4.05
Sailboat-4,41.779482,-71.388702,71.2,-2.67
Sailboat-5,41.773832,-71.385289,336.2,0.21
Sailboat-1,41.773265,-71.394369,101.0,-1.53
Sailboat-2,41.777334,-71.386614,66.7,-1.01
Sailboat-3,41.767667,-71.379426,127.4,3.64
Sailboat-4,41.779460,-71.388680,71.8,-2.76
Sailboat-5,41.773880,-71.385258,337.3,0.25
Sailboat-1,41.773261,-71.394329,100.9,-1.36
Sailboat-2,41.777318,-71.386654,66.5,-1.40
Sailboat-3,41.767660,-71.379473,125.9,3.79
Sailboat-4,41.779493,-71.388641,71.1,-2.96
Sailboat-5,41.773926,-71.385283,335.5,0.04
Sailboat-1,41.773292,-71.394321,99.1,-1.39
Sailboat-2,41.777301,-71.386649,64.9,-1.30
Sailboat-3,41.767665,-71.379474,126.6,3.23
Sailboat-4,41.779543,-71.388592,72.8,-3.01
Sailboat-5,41.773923,-71.385314,336.6,-0.44
Sailboat-1,41.773287,-71.394328,99.6,-1.04
Sailboat-2,41.777289,-71.386686,66.6,-1.12
Sailboat-3,41.767635,-71.379469,126.1,3.14
Sailboat-4,41.779577,-71.388635,71.0,-2.92
Sailboat-5,41.773962,-71.385284,337.0,-0.14
Sailboat-1,41.773246,-71.394294,100.0,-0.67
Sailboat-2,41.777256,-71.386645,65.4,-0.89
Sailboat-3,41.767599,-71.379444,125.4,2.93
Sailboat-4,41.779552,-71.388600,72.0,-2.85
Sailboat-5,41.773949,-71.385322,335.1,-0.38
Sailboat-1,41.773242,-71.394313,101.6,-0.42
Sailboat-2,41.777251,-71.386673,66.8,-1.07
Sailboat-3,41.767579,-71.379399,123.7,2.35
Sailboat-4,41.779582,-71.388566,73.7,-2.26
Sailboat-5,41.773939,-71.385290,333.2,-0.42
Sailboat-1,41.773241,-71.394294,102.5,-0.36
Sailboat-2,41.777280,-71.386703,65.5,-1.34
Sailboat-3,41.767615,-71.379357,123.1,2.31
Sailboat-4,41.779603,-71.388560,74.2,-2.38
Sailboat-5,41.773899,-71.385303,332.5,-0.42
Sailboat-1,41.773201,-71.394297,102.4,-0.24
Sailboat-2,41.777326,-71.386699,63.9,-1.61
Sailboat-3,41.767631,-71.379335,122.6,1.74
Sailboat-4,41.779599,-71.388564,75.0,-2.70
Sailboat-5,41.773939,-71.385328,334.0,-0.84
Sailboat-1,41.773230,-71.394275,101.0,-0.15
Sailboat-2,41.777360,-71.386685,64.5,-1.49
Sailboat-3,41.767583,-71.379308,122.7,1.62
Sailboat-4,41.779573,-71.388562,74.2,-2.43
Sailboat-5,41.773961,-71.385325,334.4,-0.78
Sailboat-1,41.773229,-71.394301,99.9,-0.23
Sailboat-2,41.777378,-71.386712,62.6,-1.71
Sailboat-3,41.767571,-71.379275,123.0,1.98
Sailboat-4,41.779560,-71.388547,72.7,-2.38
Sailboat-5,41.773951,-71.385305,333.3,-0.43
Sailboat-1,41.773244,-71.394299,100.0,-0.52
Sailboat-2,41.777415,-71.386739,63.1,-2.03
Sailboat-3,41.767549,-71.379299,122.2,1.52
Sailboat-4,41.779574,-71.388500,74.1,-2.41
Sailboat-5,41.773905,-71.385285,331.8,-0.60
Sailboat-1,41.773291,-71.394301,102.0,-0.30
Sailboat-2,41.777432,-71.386760,65.0,-2.35
Sailboat-3,41.767594,-71.379259,121.7,1.24
Sailboat-4,41.779583,-71.388462,72.8,-2.63
Sailboat-5,41.773913,-71.385269,333.2,-0.20
Sailboat-1,41.773329,-71.394254,103.9,0.07
Sailboat-2,41.777418,-71.386786,65.2,-2.63
Sailboat-3,41.767595,-71.379267,123.2,0.74
Sailboat-4,41.779620,-71.388498,72.4,-2.52
Sailboat-5,41.773932,-71.385279,333.0,0.27
Sailboat-1,41.773321,-71.394287,104.8,0.49
Sailboat-2,41.777433,-71.386766,66.7,-2.60
Sailboat-3,41.767615,-71.379221,124.9,0.70
Sailboat-4,41.779647,-71.388543,71.7,-2.14
Sailboat-5,41.773914,-71.385283,333.6,0.68
Sailboat-1,41.773297,-71.394277,104.9,0.14
Sailboat-2,41.777392,-71.386799,67.7,-2.79
Sailboat-3,41.767646,-71.379193,124.3,1.06
Sailboat-4,41.779691,-71.388570,72.5,-2.48
Sailboat-5,41.773923,-71.385316,333.4,0.43
Sailboat-1,41.773247,-71.394293,105.6,0.04
Sailboat-2,41.777343,-71.386819,68.8,-2.70
Sailboat-3,41.767654,-71.379209,126.2,0.96
Sailboat-4,41.779661,-71.388548,74.5,-2.25
Sailboat-5,41.773898,-71.385346,333.2,0.25
Sailboat-1,41.773214,-71.394263,105.5,-0.19
Sailboat-2,41.777390,-71.386832,69.0,-2.15
Sailboat-3,41.767646,-71.379186,127.1,0.62
Sailboat-4,41.779689,-71.388538,72.7,-1.91
Sailboat-5,41.773858,-71.385315,333.2,0.64
Sailboat-1,41.773166,-71.394290,107.5,-0.28
Sailboat-2,41.777395,-71.386788,70.3,-2.44
Sailboat-3,41.767672,-71.379236,127.1,0.72
Sailboat-4,41.779686,-71.388526,73.4,-2.02
Sailboat-5,41.773888,-71.385321,334.9,0.72
Sailboat-1,41.773206,-71.394328,106.6,0.03
Sailboat-2,41.777406,-71.386751,71.8,-2.72
Sailboat-3,41.767641,-71.379210,127.4,0.81
Sailboat-4,41.779662,-71.388560,72.2,-2.19
Sailboat-5,41.773841,-71.385287,336.7,0.65
Sailboat-1,41.773229,-71.394365,108.3,0.38
Sailboat-2,41.777443,-71.386787,71.2,-2.75
Sailboat-3,41.767683,-71.379216,127.2,0.88
Sailboat-4,41.779618,-71.388607,74.0,-2.27
Sailboat-5,41.773804,-71.385282,338.2,0.88
Sailboat-1,41.773267,-71.394381,108.8,0.23
Sailboat-2,41.777442,-71.386777,69.6,-2.48
Sailboat-3,41.767675,-71.379208,125.9,0.74
Sailboat-4,41.779620,-71.388567,73.8,-2.16
Sailboat-5,41.773797,-71.385262,337.1,0.59
Sailboat-1,41.773223,-71.394340,106.9,-0.24
Sailboat-2,41.777480,-71.386795,71.3,-2.26
Sailboat-3,41.767627,-71.379257,127.7,0.65
Sailboat-4,41.779645,-71.388578,74.8,-2.43
Sailboat-5,41.773798,-71.385226,335.1,0.23
Sailboat-1,41.773178,-71.394326,106.7,-0.20
Sailboat-2,41.777529,-71.386771,69.5,-1.80
Sailboat-3,41.767641,-71.379247,129.1,0.26
Sailboat-4,41.779637,-71.388607,75.0,-2.01
Sailboat-5,41.773824,-71.385213,335.5,0.50
Sailboat-1,41.773224,-71.394340,107.7,-0.47
Sailboat-2,41.777572,-71.386744,69.7,-1.48
Sailboat-3,41.767687,-71.379265,128.0,0.19
Sailboat-4,41.779659,-71.388618,75.5,-2.28
Sailboat-5,41.773788,-71.385255,334.4,0.22
Sailboat-1,41.773206,-71.394303,107.9,-0.83
Sailboat-2,41.777577,-71.386785,71.2,-1.15
Sailboat-3,41.767715,-71.379259,126.1,0.29
Sailboat-4,41.779697,-71.388577,75.8,-2.43
Sailboat-5,41.773801,-71.385218,335.6,0.14
Sailboat-1,41.773190,-71.394315,109.3,-0.32
Sailboat-2,41.777565,-71.386768,69.5,-0.95
Sailboat-3,41.767668,-71.379243,127.1,0.22
Sailboat-4,41.779709,-71.388566,77.6,-2.13
Sailboat-5,41.773819,-71.385183,337.1,0.31
Sailboat-1,41.773223,-71.394337,111.2,-0.58
Sailboat-2,41.777588,-71.386817,69.8,-0.56
Sailboat-3,41.767671,-71.379280,126.0,-0.19
Sailboat-4,41.779709,-71.388576,77.0,-1.92
Sailboat-5,41.773829,-71.385218,336.5,-0.07
Sailboat-1,41.773184,-71.394381,111.5,-0.99
Sailboat-2,41.777564,-71.386847,68.0,-0.73
Sailboat-3,41.767704,-71.379271,125.5,-0.65
Sailboat-4,41.779668,-71.388613,77.9,-2.28
Sailboat-5,41.773835,-71.385182,336.2,-0.53
Sailboat-1,41.773229,-71.394338,112.9,-1.10
Sailboat-2,41.777586,-71.386839,67.1,-1.09
Sailboat-3,41.767715,-71.379235,123.9,-0.17
Sailboat-4,41.779696,-71.388639,79.5,-1.81
Sailboat-5,41.773856,-71.385218,335.7,-0.74
Sailboat-1,41.773184,-71.394384,113.0,-0.63
Sailboat-2,41.777619,-71.386797,65.7,-0.93
Sailboat-3,41.767725,-71.379207,124.4,0.12
Sailboat-4,41.779723,-71.388610,80.3,-1.34
Sailboat-5,41.773844,-71.385254,334.3,-1.09
Sailboat-1,41.773157,-71.394420,113.3,-0.69
Sailboat-2,41.777610,-71.386798,67.6,-0.57
Sailboat-3,41.767703,-71.379185,123.5,-0.28
Sailboat-4,41.779674,-71.388627,80.9,-1.01
Sailboat-5,41.773852,-71.385209,333.2,-1.02
Sailboat-1,41.773182,-71.394396,114.9,-0.26
Sailboat-2,41.777645,-71.386780,66.8,-0.28
Sailboat-3,41.767688,-71.379180,123.2,-0.47
Sailboat-4,41.779710,-71.388609,81.9,-1.01
Sailboat-5,41.773817,-71.385231,333.4,-1.29
Sailboat-1,41.773216,-71.394420,113.9,-0.39
Sailboat-2,41.777645,-71.386812,66.3,0.08
Sailboat-3,41.767709,-71.379183,121.6,-0.48
Sailboat-4,41.779754,-71.388623,81.0,-0.89
Sailboat-5,41.773821,-71.385259,333.7,-1.63
Sailboat-1,41.773263,-71.394447,112.0,-0.38
Sailboat-2,41.777605,-71.386766,65.5,0.12
Sailboat-3,41.767749,-71.379189,120.1,-0.55
Sailboat-4,41.779737,-71.388599,79.3,-1.08
Sailboat-5,41.773848,-71.385217,334.4,-1.64
Sailboat-1,41.773285,-71.394421,112.8,-0.10
Sailboat-2,41.777606,-71.386726,65.1,0.55
Sailboat-3,41.767756,-71.379162,119.6,-0.21
Sailboat-4,41.779701,-71.388629,79.1,-0.58
Sailboat-5,41.773882,-71.385264,332.4,-1.71
Sailboat-1,41.773328,-71.394421,113.7,0.18
Sailboat-2,41.777598,-71.386742,65.2,0.12
Sailboat-3,41.767766,-71.379203,117.9,-0.50
Sailboat-4,41.779663,-71.388647,80.4,-0.85
Sailboat-5,41.773833,-71.385304,331.0,-1.69
Sailboat-1,41.773279,-71.394413,113.8,0.30
Sailboat-2,41.777611,-71.386785,66.5,0.06
Sailboat-3,41.767724,-71.379238,118.7,-0.40
Sailboat-4,41.779705,-71.388674,81.9,-0.90
Sailboat-5,41.773808,-71.385330,329.9,-1.96
Sailboat-1,41.773251,-71.394424,113.0,0.22
Sailboat-2,41.777577,-71.386816,67.5,0.51
Sailboat-3,41.767727,-71.379266,116.7,-0.23
Sailboat-4,41.779683,-71.388707,83.8,-1.06
Sailboat-5,41.773791,-71.385306,330.5,-1.50
Sailboat-1,41.773282,-71.394421,114.7,0.65
Sailboat-2,41.777585,-71.386774,66.6,0.13
Sailboat-3,41.767713,-71.379310,117.9,-0.65
Sailboat-4,41.779709,-71.388671,82.3,-1.37
Sailboat-5,41.773768,-71.385302,330.1,-1.31
Sailboat-1,41.773308,-71.394408,114.5,0.71
Sailboat-2,41.777614,-71.386778,67.0,0.06
Sailboat-3,41.767738,-71.379261,116.6,-0.48
Sailboat-4,41.779722,-71.388629,83.4,-1.20
Sailboat-5,41.773750,-71.385267,330.0,-1.32
Sailboat-1,41.773351,-71.394441,113.5,1.00
Sailboat-2,41.777609,-71.386811,66.1,0.04
Sailboat-3,41.767700,-71.379267,117.8,-0.52
Sailboat-4,41.779717,-71.388639,82.6,-0.85
Sailboat-5,41.773737,-71.385283,328.4,-0.93
Sailboat-1,41.773355,-71.394412,114.0,0.71
Sailboat-2,41.777600,-71.386775,64.2,0.26
Sailboat-3,41.767723,-71.379241,119.4,-0.36
Sailboat-4,41.779716,-71.388616,84.5,-0.91
Sailboat-5,41.773701,-71.385264,328.1,-0.57
Sailboat-1,41.773311,-71.394424,114.5,0.51
Sailboat-2,41.777574,-71.386788,65.5,0.67
Sailboat-3,41.767738,-71.379281,119.9,-0.48
Sailboat-4,41.779693,-71.388648,85.9,-1.21
Sailboat-5,41.773739,-71.385285,328.2,-0.34
Sailboat-1,41.773277,-71.394456,113.3,0.70
Sailboat-2,41.777525,-71.386762,63.6,0.24
Sailboat-3,41.767752,-71.379235,121.7,-0.64
Sailboat-4,41.779681,-71.388614,86.6,-1.34
Sailboat-5,41.773740,-71.385274,327.1,-0.12
Sailboat-1,41.773322,-71.394410,111.4,0.59
Sailboat-2,41.777522,-71.386733,65.4,-0.14
Sailboat-3,41.767792,-71.379249,123.4,-1.04
Sailboat-4,41.779677,-71.388603,86.0,-1.19
Sailboat-5,41.773726,-71.385247,327.6,-0.48
Sailboat-1,41.773321,-71.394384,113.1,0.63
Sailboat-2,41.777570,-71.386693,64.5,-0.25
Sailboat-3,41.767803,-71.379258,123.4,-0.83
Sailboat-4,41.779695,-71.388563,86.0,-1.08
Sailboat-5,41.773729,-71.385271,329.4,-0.49
Sailboat-1,41.773320,-71.394335,112.8,0.40
Sailboat-2,41.777547,-71.386655,63.6,-0.36
