sailboat_id,latitude,longitude,compass_heading,tilt
Sailboat-1,41.766746,-71.392309,158.1,-0.84
Sailboat-2,41.769916,-71.386023,342.0,-3.86
Sailboat-3,41.782885,-71.392389,303.5,0.18
Sailboat-4,41.767066,-71.379469,37.1,0.95
Sailboat-5,41.770364,-71.389425,112.3,-0.29
Sailboat-1,41.766719,-71.392338,158.5,-0.77
Sailboat-2,41.769918,-71.385996,341.0,-3.83
Sailboat-3,41.782912,-71.392429,301.9,0.13
Sailboat-4,41.767081,-71.379438,36.7,1.00
Sailboat-5,41.770386,-71.389449,112.6,-0.15
Sailboat-1,41.766727,-71.392385,156.8,-0.72
Sailboat-2,41.769926,-71.386029,340.7,-3.53
Sailboat-3,41.782948,-71.392414,302.0,0.19
Sailboat-4,41.767059,-71.379409,36.0,1.25
Sailboat-5,41.770382,-71.389498,110.7,0.11
Sailboat-1,41.766695,-71.392414,156.5,-0.99
Sailboat-2,41.769880,-71.386049,339.1,-2.89
Sailboat-3,41.782916,-71.392383,302.3,0.64
Sailboat-4,41.767048,-71.379418,37.9,1.34
Sailboat-5,41.770351,-71.389495,111.0,0.02
Sailboat-1,41.766726,-71.392386,157.9,-0.95
Sailboat-2,41.769896,-71.386081,337.7,-2.42
Sailboat-3,41.782901,-71.392338,303.8,0.43
Sailboat-4,41.767053,-71.379427,39.2,1.24
Sailboat-5,41.770372,-71.389539,112.1,-0.26
Sailboat-1,41.766705,-71.392404,157.6,-0.63
Sailboat-2,41.769931,-71.386066,338.6,-2.03
Sailboat-3,41.782885,-71.392360,305.8,0.40
Sailboat-4,41.767006,-71.379464,37.9,0.98
Sailboat-5,41.770328,-71.389507,112.2,-0.71
Sailboat-1,41.766716,-71.392407,156.1,-0.69
Sailboat-2,41.769926,-71.386112,337.6,-2.35
Sailboat-3,41.782857,-71.392396,304.2,0.43
Sailboat-4,41.766988,-71.379477,38.1,1.01
Sailboat-5,41.770371,-71.389538,111.8,-1.08
Sailboat-1,41.766710,-71.392416,156.9,-0.87
Sailboat-2,41.769923,-71.386066,338.3,-1.85
Sailboat-3,41.782880,-71.392417,305.1,0.60
Sailboat-4,41.766991,-71.379497,39.9,1.35
Sailboat-5,41.770330,-71.389491,113.0,-0.56
Sailboat-1,41.766693,-71.392375,156.3,-0.68
Sailboat-2,41.769955,-71.386056,336.6,-1.31
Sailboat-3,41.782862,-71.392398,304.9,0.93
Sailboat-4,41.766999,-71.379494,41.5,1.07
Sailboat-5,41.770378,-71.389509,111.1,-0.82
Sailboat-1,41.766737,-71.392411,155.4,-0.21
Sailboat-2,41.769927,-71.386039,335.4,-1.40
Sailboat-3,41.782880,-71.392443,306.2,0.98
Sailboat-4,41.766985,-71.379526,40.6,1.32
Sailboat-5,41.770425,-71.389540,109.9,-0.56
Sailboat-1,41.766776,-71.392410,156.5,0.03
Sailboat-2,41.769963,-71.386008,333.5,-1.13
Sailboat-3,41.782842,-71.392457,304.5,1.13
Sailboat-4,41.767019,-71.379493,41.4,1.63
Sailboat-5,41.770421,-71.389535,108.0,-0.50
Sailboat-1,41.766769,-71.392398,158.2,0.09
Sailboat-2,41.769989,-71.385975,333.1,-1.30
Sailboat-3,41.782840,-71.392463,304.6,1.47
Sailboat-4,41.767043,-71.379543,42.0,1.66
Sailboat-5,41.770445,-71.389497,110.0,-0.23
Sailboat-1,41.766738,-71.392404,158.1,0.27
Sailboat-2,41.769942,-71.385935,332.0,-0.82
Sailboat-3,41.782841,-71.392471,304.6,1.83
Sailboat-4,41.767026,-71.379553,40.8,1.80
Sailboat-5,41.770457,-71.389464,110.6,0.16
Sailboat-1,41.766729,-71.392412,156.4,0.12
Sailboat-2,41.769962,-71.385976,331.0,-0.36
Sailboat-3,41.782823,-71.392472,302.6,2.00
Sailboat-4,41.767072,-71.379549,39.6,1.49
Sailboat-5,41.770419,-71.389418,110.0,-0.19
Sailboat-1,41.766760,-71.392428,156.2,-0.10
Sailboat-2,41.770012,-71.385964,332.5,-0.36
Sailboat-3,41.782811,-71.392470,303.0,2.21
Sailboat-4,41.767075,-71.379569,39.5,1.75
Sailboat-5,41.770439,-71.389410,110.3,-0.52
Sailboat-1,41.766769,-71.392423,157.2,-0.15
Sailboat-2,41.770062,-71.385986,334.2,-0.45
Sailboat-3,41.782801,-71.392497,305.0,2.23
Sailboat-4,41.767057,-71.379586,40.2,1.54
Sailboat-5,41.770469,-71.389442,111.9,-0.84
Sailboat-1,41.766786,-71.392425,158.9,-0.42
Sailboat-2,41.770048,-71.386007,333.8,-0.49
Sailboat-3,41.782769,-71.392484,305.8,2.39
Sailboat-4,41.767086,-71.379583,38.7,1.21
Sailboat-5,41.770490,-71.389486,112.8,-1.07
Sailboat-1,41.766747,-71.392388,157.8,0.06
Sailboat-2,41.770027,-71.386050,334.5,-0.58
Sailboat-3,41.782756,-71.392530,305.8,2.39
Sailboat-4,41.767108,-71.379552,39.8,1.06
Sailboat-5,41.770502,-71.389461,114.7,-0.73
Sailboat-1,41.766762,-71.392347,158.6,-0.22
Sailboat-2,41.770018,-71.386074,334.1,-0.69
Sailboat-3,41.782770,-71.392563,304.1,2.00
Sailboat-4,41.767134,-71.379522,38.9,0.82
Sailboat-5,41.770497,-71.389459,114.9,-0.25
Sailboat-1,41.766803,-71.392321,157.7,-0.47
Sailboat-2,41.769998,-71.386102,332.5,-0.76
Sailboat-3,41.782735,-71.392610,303.2,1.88
Sailboat-4,41.767113,-71.379496,39.6,0.38
Sailboat-5,41.770524,-71.389421,113.5,-0.02
Sailboat-1,41.766800,-71.392370,157.8,-0.75
Sailboat-2,41.770016,-71.386080,331.2,-0.45
Sailboat-3,41.782691,-71.392592,304.6,1.82
Sailboat-4,41.767109,-71.379540,39.7,0.14
Sailboat-5,41.770574,-71.389418,112.9,0.40
Sailboat-1,41.766817,-71.392362,157.9,-0.42
Sailboat-2,41.770020,-71.386035,331.9,-0.62
Sailboat-3,41.782673,-71.392587,305.0,1.26
Sailboat-4,41.767154,-71.379564,41.3,0.19
Sailboat-5,41.770621,-71.389449,112.6,0.02
Sailboat-1,41.766815,-71.392385,156.8,-0.76
Sailboat-2,41.770055,-71.385994,330.3,-0.59
Sailboat-3,41.782713,-71.392549,305.9,1.26
Sailboat-4,41.767127,-71.379580,42.1,-0.21
Sailboat-5,41.770655,-71.389416,111.9,0.23
Sailboat-1,41.766818,-71.392340,155.7,-0.76
Sailboat-2,41.770070,-71.385954,329.5,-0.21
Sailboat-3,41.782671,-71.392511,306.2,1.54
Sailboat-4,41.767167,-71.379616,43.1,0.19
Sailboat-5,41.770614,-71.389373,113.8,-0.02
Sailboat-1,41.766833,-71.392335,154.2,-1.12
Sailboat-2,41.770114,-71.385966,331.2,0.26
Sailboat-3,41.782621,-71.392559,305.0,1.92
Sailboat-4,41.767188,-71.379608,44.0,-0.05
Sailboat-5,41.770607,-71.389356,115.4,0.03
Sailboat-1,41.766789,-71.392367,154.7,-0.68
Sailboat-2,41.770068,-71.385954,330.2,0.15
Sailboat-3,41.782608,-71.392579,303.3,1.98
Sailboat-4,41.767187,-71.379605,45.9,-0.50
Sailboat-5,41.770611,-71.389386,114.8,-0.28
Sailboat-1,41.766808,-71.392318,154.4,-0.88
Sailboat-2,41.770060,-71.385918,331.0,0.35
Sailboat-3,41.782613,-71.392582,304.2,1.87
Sailboat-4,41.767144,-71.379579,44.1,-0.60
Sailboat-5,41.770586,-71.389361,116.3,-0.49
Sailboat-1,41.766803,-71.392311,154.6,-0.93
Sailboat-2,41.770079,-71.385923,331.5,0.79
Sailboat-3,41.782613,-71.392548,303.0,1.35
Sailboat-4,41.767134,-71.379595,43.8,-0.70
Sailboat-5,41.770635,-71.389403,114.4,-0.12
Sailboat-1,41.766762,-71.392318,155.9,-1.12
Sailboat-2,41.770058,-71.385874,331.1,1.10
Sailboat-3,41.782589,-71.392577,301.9,1.29
Sailboat-4,41.767157,-71.379618,43.3,-0.33
Sailboat-5,41.770627,-71.389452,112.6,0.04
Sailboat-1,41.766723,-71.392352,154.0,-1.34
Sailboat-2,41.770061,-71.385847,329.3,1.25
Sailboat-3,41.782629,-71.392571,302.7,1.35
Sailboat-4,41.767167,-71.379570,43.4,-0.16
Sailboat-5,41.770635,-71.389406,113.8,0.16
Sailboat-1,41.766725,-71.392319,154.0,-1.06
Sailboat-2,41.770087,-71.385861,328.8,1.26
Sailboat-3,41.782586,-71.392530,303.6,1.01
Sailboat-4,41.767159,-71.379615,43.0,-0.34
Sailboat-5,41.770617,-71.389382,112.0,0.34
