sailboat_id,latitude,longitude,compass_heading,tilt
Sailboat-1,41.783422,-71.381280,190.0,-1.01
Sailboat-2,41.779105,-71.390213,293.7,0.60
Sailboat-3,41.774650,-71.381881,357.4,4.34
Sailboat-4,41.783051,-71.392975,350.9,2.21
Sailboat-5,41.771888,-71.384979,67.3,3.66
Sailboat-1,41.783417,-71.381310,191.3,-0.65
Sailboat-2,41.779122,-71.390248,295.2,0.79
Sailboat-3,41.774672,-71.381905,357.4,4.52
Sailboat-4,41.783026,-71.392981,351.0,2.41
Sailboat-5,41.771842,-71.384999,67.3,3.76
Sailboat-1,41.783383,-71.381351,193.3,-0.47
Sailboat-2,41.779128,-71.390259,295.0,0.53
Sailboat-3,41.774697,-71.381911,358.4,4.42
Sailboat-4,41.783053,-71.392983,351.1,2.39
Sailboat-5,41.771827,-71.384963,67.5,3.37
Sailboat-1,41.783386,-71.381361,191.5,-0.60
Sailboat-2,41.779091,-71.390275,295.7,0.46
Sailboat-3,41.774658,-71.381867,359.3,4.63
Sailboat-4,41.783086,-71.393006,351.4,2.35
Sailboat-5,41.771814,-71.384950,67.4,3.59
Sailboat-1,41.783377,-71.381387,192.3,-0.80
Sailboat-2,41.779075,-71.390312,297.2,0.78
Sailboat-3,41.774670,-71.381913,358.9,4.00
Sailboat-4,41.783109,-71.393034,353.0,2.37
Sailboat-5,41.771840,-71.384919,66.3,3.42
Sailboat-1,41.783398,-71.381380,191.8,-0.96
Sailboat-2,41.779030,-71.390338,298.2,1.19
Sailboat-3,41.774715,-71.381941,358.5,3.48
Sailboat-4,41.783124,-71.393054,353.7,2.20
Sailboat-5,41.771809,-71.384899,64.6,3.61
Sailboat-1,41.783404,-71.381376,193.5,-0.47
Sailboat-2,41.779011,-71.390348,296.5,0.66
Sailboat-3,41.774736,-71.381899,358.7,2.96
Sailboat-4,41.783114,-71.393102,352.5,1.63
Sailboat-5,41.771812,-71.384932,65.0,3.01
Sailboat-1,41.783363,-71.381341,194.8,-0.33
Sailboat-2,41.779041,-71.390389,295.4,0.62
Sailboat-3,41.774776,-71.381873,357.1,3.12
Sailboat-4,41.783088,-71.393140,353.8,1.64
Sailboat-5,41.771830,-71.384965,64.2,2.93
Sailboat-1,41.783389,-71.381337,194.9,-0.08
Sailboat-2,41.779036,-71.390417,296.6,0.64
Sailboat-3,41.774803,-71.381897,358.7,2.84
Sailboat-4,41.783098,-71.393106,355.7,1.97
Sailboat-5,41.771855,-71.384957,65.5,2.46
Sailboat-1,41.783365,-71.381379,194.4,0.30
Sailboat-2,41.779014,-71.390455,298.6,0.58
Sailboat-3,41.774784,-71.381942,358.5,2.67
Sailboat-4,41.783128,-71.393092,355.2,1.50
Sailboat-5,41.771857,-71.384923,66.9,2.03
Sailboat-1,41.783410,-71.381428,192.6,0.43
Sailboat-2,41.779019,-71.390409,297.3,1.01
Sailboat-3,41.774779,-71.381960,360.0,2.51
Sailboat-4,41.783126,-71.393093,354.1,1.06
Sailboat-5,41.771868,-71.384941,66.4,1.84
Sailboat-1,41.783446,-71.381389,194.3,0.28
Sailboat-2,41.779063,-71.390373,295.3,1.38
Sailboat-3,41.774809,-71.381967,1.0,2.45
Sailboat-4,41.783094,-71.393076,354.0,1.04
Sailboat-5,41.771859,-71.384895,66.8,2.12
Sailboat-1,41.783416,-71.381406,192.7,0.26
Sailboat-2,41.779021,-71.390357,294.6,1.75
Sailboat-3,41.774809,-71.381956,2.8,2.05
Sailboat-4,41.783063,-71.393108,354.7,0.78
Sailboat-5,41.771862,-71.384914,65.9,1.68
Sailboat-1,41.783400,-71.381378,193.1,0.44
Sailboat-2,41.779009,-71.390396,293.3,1.30
Sailboat-3,41.774778,-71.381993,3.5,2.38
Sailboat-4,41.783060,-71.393082,354.3,0.49
Sailboat-5,41.771827,-71.384903,64.3,1.18
Sailboat-1,41.783423,-71.381337,194.0,0.88
Sailboat-2,41.779006,-71.390417,293.1,1.66
Sailboat-3,41.774775,-71.382034,2.9,2.71
Sailboat-4,41.783055,-71.393118,356.1,0.31
Sailboat-5,41.771801,-71.384862,63.0,1.59
Sailboat-1,41.783430,-71.381356,194.7,0.96
Sailboat-2,41.778961,-71.390390,292.5,1.54
Sailboat-3,41.774739,-71.382023,2.9,2.68
Sailboat-4,41.783055,-71.393126,356.9,-0.09
Sailboat-5,41.771815,-71.384881,63.8,1.34
Sailboat-1,41.783426,-71.381310,193.8,0.79
Sailboat-2,41.778992,-71.390434,292.1,1.15
Sailboat-3,41.774705,-71.382009,3.9,2.56
Sailboat-4,41.783072,-71.393119,357.5,-0.17
Sailboat-5,41.771841,-71.384888,62.1,1.37
Sailboat-1,41.783430,-71.381296,193.4,0.61
Sailboat-2,41.778998,-71.390417,290.2,0.95
Sailboat-3,41.774739,-71.381991,3.0,2.16
Sailboat-4,41.783091,-71.393085,358.7,-0.41
Sailboat-5,41.771845,-71.384884,62.4,1.16
