sailboat_id,latitude,longitude,compass_heading,tilt
Sailboat-1,41.785475,-71.397482,84.2,-1.51
Sailboat-2,41.786582,-71.395874,253.6,-1.32
Sailboat-3,41.780839,-71.379225,173.3,-0.47
Sailboat-4,41.768470,-71.395240,345.2,0.38
Sailboat-5,41.766711,-71.381524,62.4,-0.24
Sailboat-1,41.785449,-71.397470,85.6,-1.09
Sailboat-2,41.786580,-71.395877,252.6,-1.70
Sailboat-3,41.780804,-71.379182,173.7,-0.33
Sailboat-4,41.768422,-71.395221,344.7,0.40
Sailboat-5,41.766750,-71.381515,61.9,0.25
Sailboat-1,41.785459,-71.397431,84.5,-1.16
Sailboat-2,41.786603,-71.395925,254.2,-2.05
Sailboat-3,41.780804,-71.379137,172.0,-0.47
Sailboat-4,41.768413,-71.395237,345.4,0.18
Sailboat-5,41.766735,-71.381485,63.6,0.49
Sailboat-1,41.785498,-71.397416,82.6,-1.27
Sailboat-2,41.786559,-71.395956,253.4,-2.09
Sailboat-3,41.780819,-71.379105,173.8,0.00
Sailboat-4,41.768412,-71.395195,344.7,-0.12
Sailboat-5,41.766750,-71.381503,65.2,0.43
Sailboat-1,41.785521,-71.397390,81.1,-1.65
Sailboat-2,41.786566,-71.395952,251.6,-2.43
Sailboat-3,41.780866,-71.379101,172.8,0.09
Sailboat-4,41.768373,-71.395243,344.2,-0.37
Sailboat-5,41.766741,-71.381548,65.5,0.70
Sailboat-1,41.785553,-71.397431,82.9,-1.09
Sailboat-2,41.786556,-71.395975,252.7,-2.61
Sailboat-3,41.780910,-71.379066,171.4,-0.07
Sailboat-4,41.768409,-71.395196,345.4,-0.21
Sailboat-5,41.766724,-71.381562,66.9,0.34
Sailboat-1,41.785560,-71.397401,84.0,-0.87
Sailboat-2,41.786592,-71.395948,252.6,-2.19
Sailboat-3,41.780899,-71.379057,172.3,-0.44
Sailboat-4,41.768401,-71.395200,343.6,-0.41
Sailboat-5,41.766759,-71.381560,68.5,0.25
Sailboat-1,41.785578,-71.397389,82.6,-0.71
Sailboat-2,41.786559,-71.395914,252.3,-2.18
Sailboat-3,41.780863,-71.379022,172.5,-0.36
Sailboat-4,41.768424,-71.395242,342.6,-0.24
Sailboat-5,41.766730,-71.381597,69.8,0.09
Sailboat-1,41.785581,-71.397376,83.2,-0.71
Sailboat-2,41.786586,-71.395894,252.1,-2.03
Sailboat-3,41.780818,-71.378983,171.5,-0.70
Sailboat-4,41.768392,-71.395192,343.9,-0.12
Sailboat-5,41.766682,-71.381561,67.9,0.37
Sailboat-1,41.785611,-71.397406,82.1,-0.46
Sailboat-2,41.786554,-71.395890,251.1,-2.10
Sailboat-3,41.780824,-71.378974,170.2,-0.20
Sailboat-4,41.768395,-71.395196,344.2,0.11
Sailboat-5,41.766680,-71.381586,69.9,-0.12
Sailboat-1,41.785652,-71.397381,83.9,-0.63
Sailboat-2,41.786523,-71.395917,252.2,-2.35
Sailboat-3,41.780872,-71.378967,172.1,-0.12
Sailboat-4,41.768380,-71.395202,344.1,0.19
Sailboat-5,41.766656,-71.381622,70.2,0.30
Sailboat-1,41.785624,-71.397344,83.3,-0.39
Sailboat-2,41.786500,-71.395892,251.1,-1.85
Sailboat-3,41.780837,-71.378922,173.6,-0.31
Sailboat-4,41.768386,-71.395213,345.5,0.23
Sailboat-5,41.766621,-71.381579,72.1,-0.07
Sailboat-1,41.785617,-71.397374,83.2,-0.21
Sailboat-2,41.786499,-71.395931,250.1,-1.99
Sailboat-3,41.780860,-71.378946,172.7,-0.57
Sailboat-4,41.768409,-71.395238,347.2,0.44
Sailboat-5,41.766626,-71.381548,73.6,0.25
Sailboat-1,41.785586,-71.397337,82.3,0.12
Sailboat-2,41.786522,-71.395933,251.1,-1.67
Sailboat-3,41.780813,-71.378939,173.1,-0.50
Sailboat-4,41.768386,-71.395286,348.9,0.58
Sailboat-5,41.766661,-71.381569,75.5,0.22
Sailboat-1,41.785635,-71.397287,83.4,0.35
Sailboat-2,41.786480,-71.395967,252.6,-2.04
Sailboat-3,41.780854,-71.378930,173.8,-0.86
Sailboat-4,41.768422,-71.395309,347.1,0.23
Sailboat-5,41.766612,-71.381616,74.7,0.66
Sailboat-1,41.785683,-71.397300,83.1,0.66
Sailboat-2,41.786485,-71.395963,253.0,-1.70
Sailboat-3,41.780831,-71.378913,172.1,-1.14
Sailboat-4,41.768409,-71.395324,347.7,0.66
Sailboat-5,41.766617,-71.381636,75.4,0.98
Sailboat-1,41.785658,-71.397292,82.2,0.72
Sailboat-2,41.786470,-71.395956,252.5,-1.96
Sailboat-3,41.780815,-71.378936,172.1,-0.83
Sailboat-4,41.768381,-71.395357,347.0,0.49
Sailboat-5,41.766575,-71.381623,73.5,0.87
Sailboat-1,41.785695,-71.397284,84.0,0.87
