sailboat_id,latitude,longitude,compass_heading,tilt
Sailboat-1,41.779159,-71.384487,262.4,1.54
Sailboat-2,41.780746,-71.387782,114.1,-2.96
Sailboat-3,41.768057,-71.394270,338.9,3.91
Sailboat-4,41.777580,-71.382703,97.4,-2.67
Sailboat-5,41.781274,-71.392065,164.9,4.10
Sailboat-1,41.779159,-71.384491,261.5,1.65
Sailboat-2,41.780728,-71.387735,115.6,-3.14
Sailboat-3,41.768057,-71.394286,337.1,3.80
Sailboat-4,41.777601,-71.382682,97.3,-2.72
Sailboat-5,41.781237,-71.392059,164.0,3.58
Sailboat-1,41.779143,-71.384524,260.7,1.68
Sailboat-2,41.780730,-71.387722,113.9,-3.22
Sailboat-3,41.768088,-71.394256,338.8,3.88
Sailboat-4,41.777640,-71.382729,96.6,-2.57
Sailboat-5,41.781255,-71.392092,165.2,3.48
Sailboat-1,41.779135,-71.384525,261.8,1.42
Sailboat-2,41.780716,-71.387692,114.2,-3.04
Sailboat-3,41.768046,-71.394238,338.8,3.51
Sailboat-4,41.777597,-71.382769,97.7,-2.49
Sailboat-5,41.781231,-71.392089,163.5,2.91
Sailboat-1,41.779100,-71.384498,260.9,1.34
Sailboat-2,41.780714,-71.387695,114.2,-2.49
Sailboat-3,41.768024,-71.394210,338.9,3.64
Sailboat-4,41.777640,-71.382739,99.1,-2.84
Sailboat-5,41.781232,-71.392082,163.5,2.49
Sailboat-1,41.779059,-71.384547,260.7,1.19
Sailboat-2,41.780714,-71.387733,114.4,-2.19
Sailboat-3,41.768032,-71.394162,340.3,3.85
Sailboat-4,41.777598,-71.382691,97.6,-2.69
Sailboat-5,41.781263,-71.392125,164.9,2.58
Sailboat-1,41.779073,-71.384560,262.3,0.98
Sailboat-2,41.780727,-71.387688,115.3,-2.20
Sailboat-3,41.768077,-71.394154,338.3,3.45
Sailboat-4,41.777587,-71.382687,99.3,-2.16
Sailboat-5,41.781300,-71.392159,164.1,2.22
Sailboat-1,41.779081,-71.384602,260.6,1.10
Sailboat-2,41.780756,-71.387694,115.0,-2.34
Sailboat-3,41.768107,-71.394189,338.2,3.07
Sailboat-4,41.777571,-71.382641,97.5,-1.86
Sailboat-5,41.781285,-71.392126,165.0,2.30
Sailboat-1,41.779060,-71.384578,261.6,1.21
Sailboat-2,41.780795,-71.387671,115.9,-1.79
Sailboat-3,41.768064,-71.394166,337.2,2.74
Sailboat-4,41.777600,-71.382664,95.7,-1.91
Sailboat-5,41.781264,-71.392115,166.6,2.28
Sailboat-1,41.779071,-71.384541,260.8,1.01
Sailboat-2,41.780766,-71.387643,114.6,-1.42
Sailboat-3,41.768109,-71.394119,338.1,2.16
Sailboat-4,41.777584,-71.382620,95.6,-1.45
Sailboat-5,41.781269,-71.392085,166.0,2.04
Sailboat-1,41.779062,-71.384508,260.8,1.29
Sailboat-2,41.780794,-71.387629,113.1,-1.30
Sailboat-3,41.768091,-71.394097,337.7,1.91
Sailboat-4,41.777584,-71.382575,96.4,-1.49
Sailboat-5,41.781309,-71.392094,165.3,1.90
Sailboat-1,41.779018,-71.384542,261.9,1.17
Sailboat-2,41.780813,-71.387644,113.5,-1.04
Sailboat-3,41.768116,-71.394133,338.0,1.89
Sailboat-4,41.777577,-71.382542,95.8,-1.54
