sailboat_id,latitude,longitude,compass_heading,tilt
Sailboat-1,41.783084,-71.396247,194.3,-2.87
Sailboat-2,41.781526,-71.381957,111.3,4.79
Sailboat-3,41.768996,-71.383662,36.2,3.55
Sailboat-4,41.779458,-71.389560,101.8,-1.23
Sailboat-5,41.774108,-71.386505,313.6,-3.96
Sailboat-1,41.783098,-71.396291,195.1,-3.06
Sailboat-2,41.781517,-71.381968,112.0,4.16
Sailboat-3,41.768953,-71.383646,38.1,3.04
Sailboat-4,41.779465,-71.389609,103.6,-0.81
Sailboat-5,41.774115,-71.386532,312.4,-3.50
Sailboat-1,41.783059,-71.396252,196.7,-3.27
Sailboat-2,41.781473,-71.382007,110.2,3.57
Sailboat-3,41.768965,-71.383681,37.4,3.28
Sailboat-4,41.779471,-71.389596,103.3,-0.34
Sailboat-5,41.774128,-71.386517,313.3,-3.58
Sailboat-1,41.783062,-71.396293,197.3,-3.39
Sailboat-2,41.781494,-71.382002,110.8,3.71
Sailboat-3,41.768928,-71.383712,36.4,3.33
Sailboat-4,41.779510,-71.389586,101.8,0.07
Sailboat-5,41.774139,-71.386486,314.1,-3.20
Sailboat-1,41.783026,-71.396281,195.8,-3.67
Sailboat-2,41.781529,-71.382016,111.2,3.11
Sailboat-3,41.768909,-71.383685,38.3,3.26
Sailboat-4,41.779506,-71.389571,100.9,-0.20
Sailboat-5,41.774093,-71.386489,315.3,-2.70
Sailboat-1,41.783057,-71.396328,193.9,-3.18
Sailboat-2,41.781517,-71.382055,109.3,2.66
Sailboat-3,41.768893,-71.383735,39.4,3.49
Sailboat-4,41.779492,-71.389547,100.7,0.17
Sailboat-5,41.774113,-71.386449,316.1,-2.42
Sailboat-1,41.783030,-71.396336,194.1,-3.05
Sailboat-2,41.781482,-71.382091,109.7,2.80
Sailboat-3,41.768942,-71.383727,38.6,3.04
Sailboat-4,41.779469,-71.389570,102.3,0.46
Sailboat-5,41.774080,-71.386471,316.2,-2.06
Sailboat-1,41.783079,-71.396309,196.0,-3.36
Sailboat-2,41.781470,-71.382108,109.5,3.07
Sailboat-3,41.768899,-71.383773,37.9,3.01
Sailboat-4,41.779430,-71.389530,102.6,0.68
Sailboat-5,41.774081,-71.386485,317.1,-1.57
Sailboat-1,41.783053,-71.396353,195.8,-3.28
Sailboat-2,41.781508,-71.382064,109.9,2.69
Sailboat-3,41.768927,-71.383748,38.2,2.59
Sailboat-4,41.779416,-71.389563,103.0,0.52
Sailboat-5,41.774113,-71.386442,315.4,-1.03
Sailboat-1,41.783076,-71.396397,195.8,-3.25
Sailboat-2,41.781511,-71.382084,109.7,2.60
Sailboat-3,41.768917,-71.383792,36.9,2.35
Sailboat-4,41.779375,-71.389557,102.7,0.14
Sailboat-5,41.774113,-71.386418,314.5,-0.92
Sailboat-1,41.783061,-71.396397,196.1,-2.98
Sailboat-2,41.781530,-71.382038,108.9,2.08
Sailboat-3,41.768907,-71.383802,37.9,1.79
Sailboat-4,41.779330,-71.389518,102.6,0.11
Sailboat-5,41.774098,-71.386413,314.5,-1.30
Sailboat-1,41.783075,-71.396399,194.4,-3.06
Sailboat-2,41.781558,-71.382080,110.8,1.51
Sailboat-3,41.768951,-71.383790,39.2,1.49
Sailboat-4,41.779310,-71.389490,104.3,0.07
Sailboat-5,41.774048,-71.386425,314.4,-0.92
Sailboat-1,41.783063,-71.396374,195.1,-2.52
Sailboat-2,41.781596,-71.382118,110.4,1.08
Sailboat-3,41.768902,-71.383760,38.8,1.73
Sailboat-4,41.779272,-71.389540,105.0,-0.39
Sailboat-5,41.774042,-71.386412,314.5,-0.72
Sailboat-1,41.783020,-71.396400,193.2,-2.27
Sailboat-2,41.781577,-71.382150,112.4,0.88
Sailboat-3,41.768905,-71.383718,39.9,1.39
Sailboat-4,41.779288,-71.389493,106.9,-0.27
Sailboat-5,41.774090,-71.386409,314.3,-0.77
Sailboat-1,41.783030,-71.396379,194.7,-2.21
Sailboat-2,41.781569,-71.382193,110.5,1.21
Sailboat-3,41.768938,-71.383725,38.6,1.39
Sailboat-4,41.779291,-71.389470,105.0,-0.15
Sailboat-5,41.774066,-71.386376,312.9,-0.48
Sailboat-1,41.782982,-71.396429,196.6,-2.01
Sailboat-2,41.781530,-71.382162,110.1,1.25
Sailboat-3,41.768964,-71.383773,38.2,1.15
Sailboat-4,41.779327,-71.389456,103.3,0.10
Sailboat-5,41.774049,-71.386345,311.4,-0.87
Sailboat-1,41.782988,-71.396440,197.5,-1.58
Sailboat-2,41.781553,-71.382180,109.0,0.95
Sailboat-3,41.769012,-71.383771,37.1,0.69
Sailboat-4,41.779336,-71.389432,102.9,-0.14
Sailboat-5,41.774081,-71.386345,311.4,-0.61
Sailboat-1,41.782955,-71.396427,198.2,-1.44
Sailboat-2,41.781558,-71.382182,109.8,0.44
Sailboat-3,41.768967,-71.383807,38.9,0.35
Sailboat-4,41.779318,-71.389410,103.4,-0.14
Sailboat-5,41.774063,-71.386387,312.9,-0.14
Sailboat-1,41.782949,-71.396459,200.2,-1.43
Sailboat-2,41.781575,-71.382173,108.0,-0.04
Sailboat-3,41.768986,-71.383764,37.9,0.12
Sailboat-4,41.779302,-71.389443,102.9,-0.44
Sailboat-5,41.774096,-71.386437,311.0,0.01
Sailboat-1,41.782942,-71.396418,198.2,-1.10
Sailboat-2,41.781543,-71.382124,109.9,-0.14
Sailboat-3,41.769027,-71.383813,37.7,-0.05
Sailboat-4,41.779319,-71.389442,102.7,-0.28
Sailboat-5,41.774051,-71.386440,310.9,0.24
Sailboat-1,41.782931,-71.396396,196.7,-0.98
Sailboat-2,41.781496,-71.382116,111.9,0.33
Sailboat-3,41.769075,-71.383811,37.6,0.25
Sailboat-4,41.779304,-71.389451,100.8,-0.29
