sailboat_id,latitude,longitude,compass_heading,tilt
Sailboat-1,41.768616,-71.380785,279.7,1.41
Sailboat-2,41.779155,-71.387409,83.7,-2.06
Sailboat-3,41.778172,-71.389457,46.5,3.60
Sailboat-4,41.774570,-71.386374,23.3,0.94
Sailboat-5,41.779571,-71.388309,273.0,1.47
Sailboat-1,41.768661,-71.380777,280.4,1.60
Sailboat-2,41.779118,-71.387377,84.5,-1.87
Sailboat-3,41.778219,-71.389456,44.7,3.89
Sailboat-4,41.774592,-71.386330,23.0,0.98
Sailboat-5,41.779575,-71.388355,272.5,1.56
Sailboat-1,41.768675,-71.380748,279.2,1.48
Sailboat-2,41.779071,-71.387386,83.1,-1.89
Sailboat-3,41.778177,-71.389438,46.6,3.26
Sailboat-4,41.774557,-71.386318,22.5,0.48
Sailboat-5,41.779544,-71.388319,274.4,1.85
Sailboat-1,41.768677,-71.380751,280.8,1.69
Sailboat-2,41.779067,-71.387424,82.6,-1.78
Sailboat-3,41.778175,-71.389439,47.9,3.01
Sailboat-4,41.774598,-71.386310,21.9,0.53
Sailboat-5,41.779564,-71.388293,274.5,1.78
Sailboat-1,41.768656,-71.380767,279.1,1.57
Sailboat-2,41.779026,-71.387457,83.3,-1.56
Sailboat-3,41.778139,-71.389424,46.1,2.71
Sailboat-4,41.774623,-71.386317,20.3,0.70
Sailboat-5,41.779585,-71.388250,274.1,1.54
Sailboat-1,41.768644,-71.380775,280.9,1.39
Sailboat-2,41.779001,-71.387460,84.7,-1.06
Sailboat-3,41.778165,-71.389397,47.0,3.03
Sailboat-4,41.774615,-71.386289,22.0,0.95
Sailboat-5,41.779608,-71.388203,274.9,1.41
Sailboat-1,41.768672,-71.380794,279.9,1.20
Sailboat-2,41.779024,-71.387458,84.2,-1.27
Sailboat-3,41.778181,-71.389410,47.3,2.81
Sailboat-4,41.774656,-71.386254,21.3,1.00
Sailboat-5,41.779617,-71.388210,275.4,1.17
Sailboat-1,41.768632,-71.380790,278.5,1.04
Sailboat-2,41.779031,-71.387450,83.9,-1.55
Sailboat-3,41.778206,-71.389367,47.2,2.80
Sailboat-4,41.774611,-71.386235,22.9,0.48
Sailboat-5,41.779645,-71.388205,275.6,0.95
Sailboat-1,41.768612,-71.380798,278.5,0.71
Sailboat-2,41.779061,-71.387473,84.5,-1.38
Sailboat-3,41.778165,-71.389319,47.0,3.01
Sailboat-4,41.774573,-71.386256,23.2,0.76
Sailboat-5,41.779609,-71.388162,276.0,0.90
Sailboat-1,41.768639,-71.380789,278.5,0.88
Sailboat-2,41.779072,-71.387499,83.4,-1.03
Sailboat-3,41.778214,-71.389312,48.2,2.98
Sailboat-4,41.774605,-71.386301,22.2,0.93
Sailboat-5,41.779602,-71.388119,275.9,0.69
Sailboat-1,41.768609,-71.380775,278.5,1.02
Sailboat-2,41.779097,-71.387512,82.3,-0.63
Sailboat-3,41.778206,-71.389268,49.6,2.92
Sailboat-4,41.774655,-71.386339,22.9,0.45
Sailboat-5,41.779568,-71.388073,277.6,1.04
Sailboat-1,41.768564,-71.380729,277.7,1.37
Sailboat-2,41.779049,-71.387538,80.8,-0.57
Sailboat-3,41.778218,-71.389237,51.2,2.55
Sailboat-4,41.774689,-71.386342,21.3,0.82
Sailboat-5,41.779612,-71.388027,276.5,1.16
Sailboat-1,41.768576,-71.380756,277.1,1.53
Sailboat-2,41.779022,-71.387514,80.4,-0.79
Sailboat-3,41.778207,-71.389194,51.1,2.80
Sailboat-4,41.774723,-71.386301,21.8,1.05
Sailboat-5,41.779592,-71.388066,276.1,0.70
Sailboat-1,41.768533,-71.380737,275.8,1.20
Sailboat-2,41.779056,-71.387473,81.2,-1.20
Sailboat-3,41.778176,-71.389204,52.8,2.60
Sailboat-4,41.774756,-71.386305,20.4,1.09
Sailboat-5,41.779594,-71.388095,274.6,0.48
Sailboat-1,41.768540,-71.380757,274.8,1.33
Sailboat-2,41.779098,-71.387429,81.1,-1.40
Sailboat-3,41.778193,-71.389204,52.3,2.41
Sailboat-4,41.774712,-71.386325,21.0,0.91
Sailboat-5,41.779617,-71.388085,274.9,0.80
Sailboat-1,41.768553,-71.380727,272.8,0.94
Sailboat-2,41.779091,-71.387463,82.6,-0.89
Sailboat-3,41.778231,-71.389219,51.5,2.25
Sailboat-4,41.774668,-71.386364,22.1,1.07
Sailboat-5,41.779593,-71.388101,276.3,0.83
Sailboat-1,41.768593,-71.380724,272.7,0.75
Sailboat-2,41.779121,-71.387435,81.0,-1.29
Sailboat-3,41.778264,-71.389249,51.4,2.37
Sailboat-4,41.774673,-71.386397,22.7,0.54
Sailboat-5,41.779544,-71.388121,274.9,0.41
Sailboat-1,41.768604,-71.380706,271.4,0.52
Sailboat-2,41.779106,-71.387466,80.3,-1.02
Sailboat-3,41.778284,-71.389287,53.2,2.41
Sailboat-4,41.774652,-71.386373,20.8,0.37
Sailboat-5,41.779541,-71.388090,275.6,0.29
Sailboat-1,41.768563,-71.380726,270.9,0.97
Sailboat-2,41.779095,-71.387500,79.3,-0.79
Sailboat-3,41.778252,-71.389325,52.9,2.51
Sailboat-4,41.774668,-71.386384,21.5,0.06
Sailboat-5,41.779499,-71.388077,275.8,0.17
Sailboat-1,41.768538,-71.380749,270.6,0.48
Sailboat-2,41.779112,-71.387492,81.0,-1.19
Sailboat-3,41.778218,-71.389289,52.7,2.53
Sailboat-4,41.774710,-71.386336,19.7,-0.29
Sailboat-5,41.779451,-71.388096,276.5,-0.27
Sailboat-1,41.768527,-71.380711,270.4,0.10
Sailboat-2,41.779124,-71.387479,81.5,-1.29
Sailboat-3,41.778194,-71.389295,50.9,2.49
